user_id,age,birth_month,birth_year,gender,address,city,state,zipcode,latitude,longitude,yearly_income,num_credit_cards
100,48,1,1972,Male,8975 Littlewood Boulevard,Cape Coral,FL,33914,26.63,-81.99,39303.0,7
101,63,3,1956,Female,1389 Park Lane,Waldorf,MD,20603,38.64,-76.90,71593.0,3
102,75,12,1944,Male,2890 Eighth Lane,Maywood,IL,60153,41.88,-87.84,22158.0,5
103,62,6,1957,Male,20 Littlewood Boulevard,Howard Beach,NY,11414,40.66,-73.84,53996.0,4
104,28,10,1991,Female,6413 Second Street,Pensacola,FL,32505,30.44,-87.18,26025.0,4
105,25,11,1994,Female,611 Elm Lane,Yonkers,NY,10710,40.94,-73.86,63816.0,1
106,56,1,1964,Female,889 Martin Luther King Avenue,Apex,NC,27502,35.72,-78.84,66230.0,3
107,56,10,1963,Male,336 Rose Avenue,Chicago,IL,60616,41.83,-87.68,36335.0,2
108,59,2,1961,Female,4254 Plum Lane,Westminster,CA,92683,33.74,-117.99,39633.0,3
109,43,8,1976,Female,825 Sussex Avenue,Dyer,IN,46311,41.50,-87.50,57185.0,3
110,37,11,1982,Male,185 Forest Drive,Marietta,GA,30068,33.95,-84.54,82637.0,2
111,60,1,1960,Female,561 Martin Luther King Avenue,Novi,MI,48375,42.47,-83.49,31121.0,5
112,47,11,1972,Male,335 Valley Stream Boulevard,Gonzales,TX,78629,29.50,-97.44,30774.0,3
113,48,12,1971,Male,1773 Hill Street,Shelbyville,IL,62565,39.40,-88.80,33236.0,1
114,35,10,1984,Male,55 Ocean View Street,Amarillo,TX,79110,35.20,-101.81,37947.0,3
115,24,11,1995,Male,8245 El Camino Lane,Wichita,KS,67207,37.68,-97.34,43875.0,1
116,26,5,1993,Female,9530 Washington Street,Novato,CA,94947,38.10,-122.63,61850.0,9
117,28,5,1991,Male,221 Lexington Avenue,Savannah,GA,31420,32.08,-81.10,40314.0,4
118,26,8,1993,Male,2484 Norfolk Drive,Milford,DE,19963,38.91,-75.43,37968.0,3
119,41,11,1978,Male,133 Grant Lane,Fremont,MI,49412,43.46,-85.95,34954.0,3
120,40,9,1979,Male,1977 Lake Avenue,Woodland Hills,CA,91364,34.15,-118.60,95945.0,2
121,18,2,2002,Female,352 George Street,Fort Gratiot,MI,48059,43.07,-82.49,33844.0,2
122,66,4,1953,Male,554 Grant Boulevard,Andover,KS,67002,37.69,-97.13,65573.0,4
123,40,7,1979,Male,631 Ocean View Street,Madison,WI,53704,43.07,-89.38,48609.0,3
124,45,5,1974,Female,31 Jefferson Boulevard,Fernwood,ID,83830,47.09,-116.46,25723.0,3
125,19,3,2000,Female,973 Federal Avenue,Daphne,AL,36526,30.62,-87.89,51984.0,3
126,34,2,1986,Male,95266 Bayview Drive,Oakland,CA,94611,37.83,-122.22,107683.0,3
127,24,2,1996,Female,932 Essex Street,Perris,CA,92571,33.83,-117.20,32847.0,2
128,57,1,1963,Male,126 Valley Drive,Jackson,MS,39213,32.32,-90.20,22556.0,4
129,35,9,1984,Female,239 South Drive,Aberdeen,MD,21001,39.51,-76.17,46063.0,1
130,19,9,2000,Female,1134 Valley Drive,Farmington,CT,06032,41.71,-72.83,95348.0,3
131,28,1,1992,Female,5863 Grant Avenue,Wellsville,KS,66092,38.71,-95.08,45180.0,2
132,37,4,1982,Male,3472 11th Avenue,Orlando,FL,32822,28.50,-81.37,30865.0,1
133,20,11,1999,Male,5590 Bayview Avenue,Avoca,MI,48006,43.05,-82.67,41543.0,4
134,53,9,1966,Male,94 Jefferson Drive,Tyler,TX,75706,32.32,-95.30,30198.0,6
135,45,12,1974,Female,582 Birch Boulevard,Fort Myers,FL,33901,26.63,-81.85,40006.0,1
136,53,5,1966,Male,809 Mountain View Boulevard,Olathe,KS,66062,38.88,-94.81,61646.0,3
137,39,10,1980,Female,6339 Fourth Street,Reisterstown,MD,21136,39.45,-76.81,67643.0,6
138,86,5,1933,Female,81 Hill Avenue,Detroit,MI,48235,42.38,-83.10,22650.0,6
139,63,10,1956,Male,28136 Wessex Street,Brooklyn,NY,11212,40.64,-73.94,30288.0,4
140,67,10,1952,Male,8787 Rose Avenue,San Francisco,CA,94112,37.72,-122.44,47213.0,5
141,76,10,1943,Female,96 Ninth Lane,Konawa,OK,74849,34.95,-96.75,28215.0,2
142,32,4,1987,Male,3249 12th Drive,Woodinville,WA,98077,47.75,-122.04,105515.0,4
143,36,12,1983,Male,9340 Valley Street,Bradenton,FL,34207,27.48,-82.57,28489.0,4
144,63,9,1956,Female,6429 Fifth Avenue,Charlotte,NC,28226,35.19,-80.83,81048.0,4
145,19,12,2000,Female,849 George Avenue,Easton,MD,21601,38.77,-76.06,47263.0,2
146,19,7,2000,Male,804 Seventh Boulevard,Redding,CA,96002,40.52,-122.32,33816.0,1
147,25,9,1994,Female,76009 Valley Stream Boulevard,Waukegan,IL,60085,42.37,-87.86,32160.0,1
148,83,8,1936,Female,387 Third Boulevard,Rio Rico,AZ,85648,31.50,-111.06,29494.0,5
149,68,3,1951,Female,6398 Lake Lane,Franklin,TN,37067,35.92,-86.84,70554.0,5
150,63,9,1956,Male,786 12th Drive,Wheeling,IL,60090,42.13,-87.92,33686.0,2
151,92,8,1927,Female,290 Forest Street,Tucson,AZ,85749,32.28,-110.73,57732.0,6
152,21,3,1998,Male,320 Hillside Lane,Memphis,TN,38106,35.10,-90.00,21879.0,1
153,28,5,1991,Male,437 Ocean View Drive,State College,PA,16801,40.79,-77.85,51041.0,1
154,18,1,2002,Male,9850 Birch Drive,West Roxbury,MA,02132,42.28,-71.16,70380.0,2
155,25,8,1994,Male,55 Third Drive,Elmwood Park,IL,60707,41.92,-87.81,42617.0,5
156,75,7,1944,Male,177 Mill Boulevard,Manahawkin,NJ,08050,39.69,-74.25,46031.0,5
157,55,10,1964,Female,886 Little Creek Drive,Delmar,NY,12054,42.62,-73.83,65094.0,3
158,27,2,1993,Female,327 Seventh Boulevard,Lexington,KY,40517,38.04,-84.45,37268.0,1
159,53,2,1967,Female,8224 Fourth Drive,Waterbury,CT,06705,41.55,-73.03,38972.0,3
160,63,2,1957,Female,174 Catherine Boulevard,Compton,CA,90222,33.91,-118.23,26661.0,5
161,48,9,1971,Male,496 Hill Lane,Minneapolis,MN,55419,44.96,-93.26,82295.0,4
162,47,9,1972,Male,23068 Park Street,Lansing,NC,28643,36.49,-81.50,25748.0,3
163,56,11,1963,Male,27019 Madison Lane,Bean Station,TN,37708,36.34,-83.28,27861.0,5
164,18,12,2001,Male,293 First Boulevard,Redlands,CA,92374,34.06,-117.17,48561.0,1
165,66,4,1953,Female,8929 Essex Drive,Bloomington,IN,47403,39.16,-86.52,38999.0,4
166,62,4,1957,Male,1569 George Boulevard,Bailey,NC,27807,35.78,-78.11,33112.0,2
167,34,10,1985,Female,326 Elm Lane,Charlotte,NC,28211,35.19,-80.83,100880.0,1
168,22,11,1997,Male,32 Valley Drive,Oxnard,CA,93031,34.21,-119.18,37058.0,2
169,24,3,1995,Male,4132 Norfolk Boulevard,Hyattsville,MD,20785,38.95,-76.95,47234.0,3
170,45,5,1974,Female,819 El Camino Boulevard,Cushing,OK,74023,35.97,-96.76,35142.0,4
171,43,3,1976,Female,742 Lake Street,Coos Bay,OR,97420,43.37,-124.14,30721.0,3
172,56,12,1963,Female,607 George Boulevard,Acworth,GA,30101,34.05,-84.67,58846.0,3
173,29,6,1990,Male,704 Eighth Avenue,Waterville,NY,13480,42.93,-75.38,39069.0,2
174,20,2,2000,Female,8643 Lafayette Boulevard,Lawrenceville,GA,30043,33.94,-83.99,49449.0,3
175,39,3,1980,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,22312.0,5
176,32,4,1987,Male,5381 12th Boulevard,Miami,OK,74355,36.88,-94.87,36388.0,4
177,52,8,1967,Female,65 Fifth Boulevard,Saint Cloud,FL,34771,28.24,-81.28,45037.0,3
178,47,10,1972,Female,2614 Eighth Lane,Waupaca,WI,54981,44.35,-89.07,38615.0,4
179,40,7,1979,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,28229.0,5
180,58,11,1961,Female,444 Maple Avenue,Noblesville,IN,46060,40.05,-86.03,50232.0,4
181,59,5,1960,Male,868 Maple Drive,Greenville,KY,42345,37.20,-87.17,34350.0,3
182,47,11,1972,Male,6009 River Avenue,Canton,GA,30114,34.24,-84.49,52308.0,1
183,27,8,1992,Female,2058 Spruce Street,Saint Petersburg,FL,33709,27.75,-82.64,32061.0,1
184,75,2,1945,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,21154.0,6
185,52,10,1967,Female,31204 El Camino Lane,Austin,TX,78728,30.26,-97.74,52186.0,4
186,43,5,1976,Female,967 First Avenue,Pierceton,IN,46562,41.19,-85.70,35264.0,2
187,84,9,1935,Female,136 Hillside Avenue,Walnut Creek,CA,94598,37.91,-122.01,79870.0,2
188,70,12,1949,Female,669 South Street,Barnstable,MA,02630,41.70,-70.30,41902.0,5
189,24,8,1995,Female,66992 Second Street,Las Vegas,NV,89131,36.30,-115.24,63969.0,1
190,47,7,1972,Male,208 Park Avenue,Lyndonville,VT,05851,44.53,-72.00,34606.0,5
191,32,11,1987,Male,335 Main Street,Atlanta,GA,30310,33.72,-84.42,26631.0,1
192,39,11,1980,Male,532 12th Drive,Palm Bay,FL,32907,27.98,-80.66,35978.0,3
193,64,10,1955,Male,1350 Lake Drive,Van Alstyne,TX,75495,33.41,-96.57,49756.0,4
194,37,6,1982,Male,691 First Lane,Nashville,TN,37221,36.17,-86.78,60897.0,3
195,58,3,1961,Female,511 Grant Avenue,Dawsonville,GA,30534,34.42,-84.11,41963.0,1
196,37,7,1982,Female,3510 Mountain View Street,Minneapolis,MN,55432,44.96,-93.26,44976.0,1
197,27,9,1992,Male,9264 Lake Avenue,Grand Prairie,TX,75052,32.69,-97.01,46733.0,2
198,26,4,1993,Female,596 Mountain View Lane,Centerville,MA,02632,41.66,-70.34,47160.0,1
199,23,7,1996,Male,374 East Lane,West Lafayette,IN,47906,40.44,-86.91,50433.0,3
200,20,8,1999,Male,51 George Avenue,Federal Way,WA,98023,47.30,-122.37,51713.0,1
201,45,8,1974,Male,3916 Tenth Boulevard,Fort Worth,TX,76106,32.75,-97.33,24215.0,6
202,49,9,1970,Male,813 Fifth Boulevard,Caledonia,OH,43314,40.63,-82.96,37298.0,1
203,25,12,1994,Male,8931 Norfolk Drive,Mesa,AZ,85203,33.44,-111.80,40457.0,1
204,58,6,1961,Male,8996 Third Street,Arlington,MA,02476,42.41,-71.16,82974.0,2
205,46,7,1973,Female,33 Tenth Street,Huntington Station,NY,11746,40.84,-73.40,71103.0,4
206,43,5,1976,Female,5528 Lake Lane,Muse,PA,15350,40.32,-80.21,29194.0,2
207,52,10,1967,Male,8824 Hillside Avenue,Hendersonville,NC,28739,35.32,-82.46,33465.0,3
208,20,6,1999,Female,69 Norfolk Avenue,Warren,OH,44483,41.23,-80.81,31314.0,4
209,36,7,1983,Male,57 Pine Boulevard,Tulsa,OK,74110,36.12,-95.91,23718.0,2
210,46,6,1973,Female,9528 Hill Street,Arnold,MD,21012,39.04,-76.49,72670.0,3
211,24,4,1995,Female,8251 Park Lane,Dublin,OH,43016,40.11,-83.13,77972.0,3
212,38,10,1981,Female,177 Maple Boulevard,Van Buren,AR,72956,35.44,-94.35,34854.0,5
213,25,12,1994,Female,299 Oak Boulevard,Mcminnville,OR,97128,45.19,-123.24,36902.0,1
214,28,12,1991,Female,7087 Plum Street,Saint Petersburg,FL,33706,27.75,-82.64,53984.0,1
215,80,3,1939,Male,614 Spruce Avenue,Whitehouse Station,NJ,08889,40.60,-74.76,104692.0,2
216,24,5,1995,Female,625 Washington Lane,Kirkland,WA,98033,47.67,-122.18,101191.0,1
217,38,10,1981,Male,311 Fifth Drive,Ann Arbor,MI,48103,42.27,-83.73,69566.0,4
218,21,4,1998,Male,966 Sussex Boulevard,Villa Park,IL,60181,41.88,-87.97,49382.0,1
219,41,1,1979,Female,9059 Eighth Avenue,Bakersville,NC,28705,36.01,-82.15,28733.0,3
220,87,8,1932,Male,4713 First Boulevard,Columbia City,IN,46725,41.15,-85.48,30349.0,4
221,31,3,1988,Male,4165 Valley Avenue,Glen Carbon,IL,62034,38.76,-89.97,58538.0,1
222,32,8,1987,Female,38 Catherine Boulevard,Saint Petersburg,FL,33705,27.75,-82.64,36901.0,4
223,70,1,1950,Male,3485 Federal Avenue,Cochranville,PA,19330,39.87,-75.92,49531.0,6
224,68,8,1951,Male,198 Main Boulevard,Chicago,IL,60653,41.83,-87.68,35370.0,1
225,45,1,1975,Female,891 Fourth Avenue,Wooster,OH,44691,40.81,-81.93,38666.0,1
226,24,12,1995,Female,8094 Catherine Lane,Lowell,MA,01851,42.63,-71.32,41714.0,3
227,32,8,1987,Male,41 Plum Boulevard,Lottsburg,VA,22511,37.96,-76.51,24505.0,1
228,43,1,1977,Male,2974 Grant Avenue,Valley Stream,NY,11580,40.66,-73.70,56640.0,4
229,53,10,1966,Female,456 Lincoln Boulevard,Orchard Park,NY,14127,42.76,-78.74,61578.0,2
230,53,11,1966,Female,1959 Forest Street,Rockford,IL,61107,42.27,-89.06,50139.0,3
231,21,12,1998,Male,74 Hill Avenue,Minneapolis,KS,67467,39.12,-97.70,34646.0,1
232,22,1,1998,Male,5274 Martin Luther King Lane,Fort Worth,TX,76164,32.75,-97.33,25024.0,2
233,41,1,1979,Female,136 South Street,Chicago,IL,60619,41.83,-87.68,32856.0,3
234,41,10,1978,Female,560 Summit Street,Hillsboro,IL,62049,39.16,-89.48,36080.0,3
235,32,11,1987,Female,593 Washington Drive,Garland,TX,75042,32.91,-96.62,29637.0,3
236,56,2,1964,Male,281 Martin Luther King Avenue,Wewoka,OK,74884,35.14,-96.49,28553.0,3
237,18,9,2001,Male,1335 Norfolk Drive,East Falmouth,MA,02536,41.56,-70.55,43499.0,4
238,35,6,1984,Female,47428 First Boulevard,Solon,IA,52333,41.80,-91.49,59248.0,5
239,44,6,1975,Male,6995 North Drive,Indianapolis,IN,46236,39.77,-86.14,67008.0,8
240,31,10,1988,Female,5857 12th Avenue,Sherman Oaks,CA,91403,34.14,-118.46,105963.0,4
241,30,4,1989,Male,4096 Sussex Avenue,Montgomery,AL,36117,32.35,-86.28,56383.0,4
242,38,8,1981,Male,2867 Federal Drive,Campbell,TX,75422,33.14,-95.95,38609.0,3
243,48,9,1971,Male,96 11th Street,Pensacola,FL,32507,30.44,-87.18,36671.0,3
244,28,10,1991,Male,654 Elm Drive,Atlanta,GA,30331,33.71,-84.53,39860.0,1
245,18,2,2002,Female,345 George Avenue,Waynesboro,VA,22980,38.06,-78.90,37785.0,1
246,50,6,1969,Male,35 Hillside Drive,Chicago,IL,60657,41.83,-87.68,2466.0,2
247,68,8,1951,Female,318 Spruce Boulevard,Lynn,MA,01902,42.47,-70.96,27358.0,2
248,26,1,1994,Female,118 12th Avenue,Powder Springs,GA,30127,33.86,-84.68,51024.0,1
249,40,5,1979,Female,1752 Martin Luther King Avenue,Oklahoma City,OK,73151,35.46,-97.51,101679.0,1
250,20,6,1999,Male,982 Plum Boulevard,Lynwood,CA,90262,33.92,-118.20,27801.0,1
251,61,11,1958,Female,49 Bayview Lane,Las Vegas,NV,89122,36.10,-115.02,38536.0,1
252,43,5,1976,Female,5194 Grant Street,Greenville,SC,29607,34.83,-82.37,49577.0,3
253,24,11,1995,Male,9713 Fourth Lane,Fresno,CA,93710,36.81,-119.75,36672.0,2
254,43,11,1976,Male,857 Jefferson Avenue,New Braunfels,TX,78130,29.70,-98.11,39404.0,5
255,61,5,1958,Female,1861 Fourth Boulevard,Badger,IA,50516,42.61,-94.14,18452.0,6
256,39,9,1980,Female,7549 Fourth Lane,Lombard,IL,60148,41.87,-88.01,56562.0,4
257,90,11,1929,Female,495 Ocean View Lane,Santa Barbara,CA,93103,34.43,-119.68,48580.0,7
258,41,4,1978,Female,6946 Park Drive,Hinsdale,NH,03451,42.78,-72.48,41469.0,1
259,52,6,1967,Female,4222 Ocean View Drive,Fort Knox,KY,40121,37.89,-85.96,32378.0,4
260,57,1,1963,Male,46 South Street,Reidsville,NC,27320,36.34,-79.67,34437.0,4
261,83,11,1936,Female,2780 Martin Luther King Drive,Marshall,MN,56258,44.45,-95.78,33897.0,4
262,38,5,1981,Male,215 Ocean View Drive,Olympia,WA,98516,47.11,-122.76,49023.0,5
263,24,12,1995,Female,84 Second Lane,Chicago,IL,60641,41.83,-87.68,38609.0,3
264,18,11,2001,Female,1987 Hillside Lane,Corinth,VT,05039,44.02,-72.23,30712.0,2
265,22,7,1997,Male,71 Madison Street,El Paso,TX,79938,31.84,-106.43,32645.0,3
266,81,10,1938,Female,9574 Ocean Drive,Edmonds,WA,98026,47.83,-122.32,31912.0,4
267,30,1,1990,Male,649 Sussex Street,Watertown,NY,13601,43.97,-75.91,37521.0,2
268,62,8,1957,Female,102 Seventh Avenue,Jessup,MD,20794,39.14,-76.77,58463.0,4
269,36,3,1983,Female,28 Second Boulevard,Lordsburg,NM,88045,32.34,-108.70,31414.0,4
270,32,12,1987,Female,2017 Ninth Drive,Brooktondale,NY,14817,42.38,-76.39,41106.0,3
271,53,1,1967,Female,595 Valley Stream Drive,Cedar Rapids,IA,52405,41.97,-91.66,45876.0,7
272,37,10,1982,Female,3748 Mountain View Drive,Roseville,CA,95747,38.78,-121.37,58637.0,6
273,35,10,1984,Male,626 Federal Drive,Little Rock,AR,72207,34.72,-92.35,96574.0,3
274,18,2,2002,Male,701 Pine Drive,Jersey City,NJ,07306,40.71,-74.06,44128.0,3
275,77,8,1942,Female,9 Plum Boulevard,Colorado Springs,CO,80918,38.86,-104.76,31942.0,6
